iteration_01_Ai5Bvz3hWPf71Z6fpDihHcLpCBy1,0
iteration_03_z0DBZkdrTcSmU1MOGXHrIf59gYh2,6
iteration_07_4HSwYu9ERPWyK5tvVbEPwVpMLKn1,6
iteration_02_REjmRuvpTkWR2bv82Io2LG4gwA03,3
iteration_05_aOZYrxX1p1SPip8ow0YtEM3qHGk1,5
iteration_03_bOt6VeKouzUhaM8BlW97Y1tVUyE3,0
iteration_04_grVJgrgv4IX672aWnJr9a4ACfFr2,2
iteration_04_AR4Zl0rrgiQdw2V8shyPFNWNoIQ2,1
iteration_06_w7VajNOGJFNMCKUX3dHIKlRYj982,4
iteration_07_YeyRZ4NR7sOxUm3rrujk2JZ3hA93,1
iteration_01_yPxyh96xjGflGsDmShrpBXckBks1,3
iteration_06_c8JLEsCUlNRTQ7KLHq2htrMRIYw2,5
iteration_03_unrr21ZT7dbneHvYVTMXS0xCJQW2,0
iteration_03_a9baFlM9PsheBEaelmScdPR0IwA3,2
iteration_06_WyWnCG4vTKeh2YF0UEtBpzGUcDi1,4
iteration_03_TP2aDdh6mNc0GsacncPVHRxaNaH3,6
iteration_06_h1jkPC9aM2OgPSa6vl9HzNpddfI2,2
iteration_06_Qnk1VccJE6hSPQDMi1bEjM1OK8j1,0
iteration_03_SGuxqxVFu6PRdrhfSYYJwf6UIOq2,6
iteration_02_DBmzsPipq7UkHBucQ5egYXqwonA2,5
iteration_06_vdp0nMpsqSWNEMy5VAEEGEK1vsh2,4
iteration_02_qAaU22i5t2fAttjw4odyWsCEOjP2,1
iteration_01_GnG62bs0maeT2nq8kE6XcW9yJRs2,3
iteration_07_gUwZb9TiJCNYHwbj46cffWK83Gz1,6
iteration_02_cflkFfx0Lcemh1ioJmgv8nMnQLr2,3
iteration_04_TCEQzKl2qvUZAAVdbkuEqm49FpW2,5
iteration_02_wCKBJ8SQqvTriG6EITuOj0H1goR2,2
iteration_05_7QJLkRrXhwcTP3dllVdpZi4IWR12,1
iteration_05_i9vzjAWdIjZOs8QfxOxJPwiwlwf1,4
iteration_03_ehbAaiTNQZRKTuCLCdCYZfoTqnb2,0
iteration_02_eI8pxXsJo0P4li6uxkornKaGliz2,1
iteration_03_0u5OZfaGM5MTuqePyEIm3s4qIBg2,4
iteration_02_mHkZ5MkzUKUzSdEGcYOscl95NRt1,6
iteration_04_rvbgAnxmFCa2CJOj4aKu63Lc4zb2,2
iteration_02_pkK8HrLTJheLUDKvvFx4sKZiYdB2,3
iteration_04_9OC6vfauX1bCwLiWGL1j9ImBZQy1,0
iteration_01_WfmfqzH5Osc21zu8ad4copEoPQt2,5
iteration_04_t1JCYfhMDKRR9gMPlzYsf0quQfB3,4
iteration_06_ngFsN3n5iGZlP329FniM2Mi02Gh1,6
iteration_01_sEEX5j72xHU8GDmvgziDxDgKcpl2,5
iteration_02_VWiWdpmQOYYuOrPe2kLhIxgGKR92,2
iteration_07_UjLSkmRg7VafpElMa3GYvHqgsJt2,0
iteration_05_11LKIbbe5Zfn13Ok64WdUsG1sJ72,3
iteration_03_xEngykpUt3gB6QGDhjNobUVmC3h1,1
iteration_05_hSO8l1GFCoSe8NWBusiBkjzVrgp2,5
iteration_07_zyeUSJZGsDdFmnZeMbgIDHYDqao1,4
iteration_07_ogVB4m12hwSHFtqO1A64QGJMZDz1,1
iteration_04_XyzCQBCZEmQsb7hB2k9qIN0QbfZ2,2
iteration_05_2k9wwZkwkKaaH8cYrbgsCSGiJ3j2,0
iteration_03_VfEPOs0sjXhd6Lb7Jjb9oaXzIb72,3
iteration_02_fiU5sftnJCPtBjmq7yTQxdRdEa72,6
iteration_06_uRK4Wgqt0IgAndonozBlXYTcmIr1,6
iteration_01_yjY4TQXW20WwlLFFpxqzrlDuZSq1,5
iteration_06_hSGCkrVcUVWbDltHVUCyWvwszG53,2
iteration_03_y5b0YF3SIjSvauNKHssePQ6upZ32,4
iteration_04_9tpUHjP0kyRNyRPYPFyi7qzFA6t2,1
iteration_05_VVXO0jNUmpePYX9onB1HRIVMIuz1,0
iteration_04_7Y1WR7f4s8QCERp2dQKB8cXopLq1,3
iteration_06_XPdODMBWjjgH0WFDjsRYPVRPo9R2,0
iteration_01_SI69u4mYsfTb9ss4nSjdefsxnlv1,5
iteration_02_6RHmQ1DhU2Q3AK90vtJK7lXJrAo2,6
iteration_06_cXyxUktRkoPUewRLhIW9giGWruC2,3
iteration_07_f0Wevi30MEbSOvx6jFN9sRowzP33,1
iteration_07_2uzpRflu7TYbhUJRVJHFbJYbJAF2,2
iteration_04_MxjDmk5peBXm2LKnhA1M51FsQMl2,4
iteration_01_c6CPShm7qaeixkyFiQun8UU9PnX2,0
iteration_02_OaHrtbCWYxOAVIqFl0c7T1VWZjo1,3
iteration_04_tkCDQzVWYOMXx7vLupNPBrfVSMJ2,2
iteration_04_Y95gnpCLAgPZ8NeNh6LdqzVfaLo1,4
iteration_06_iELwT0rvqgWs70xssrZX1CcZrsf2,5
iteration_01_htIsC7hQeVasSREKTIF9pcBPCEn2,1
iteration_01_01jHqnBeSZSZjgs79OBfmIW09cH2,6
iteration_07_gdVqEqoDpePkqKeEppvquBFDqVt1,6
iteration_04_esXo4bAtdtMgDsiIS0zYbJC25p72,0
iteration_04_h4RN1f2pd4dwqxlqrtz7OP2Tgvm2,4
iteration_02_PlTRlsrGdIcgq6gy0NY76rVgxeI3,1
iteration_05_OYi1hLw51DafHXN93H4G4ySBJ622,2
iteration_02_RmqBfmHJlqSGAmsGxVJzWq9ICYm1,5
iteration_02_ww293bnvqsZaHKAWUttXp9gwjjp2,3
iteration_02_XOBivY68UGT1LQRj50vTgmcMWL23,6
iteration_06_bubBqAKyYTaguDBGFdUOVA6MhWn2,1
iteration_01_hmzmC4xIzlR3HDUgFmtl2i39QDx2,5
iteration_01_0Uvl9keeDVbkh69satbc6wTSbe23,4
iteration_07_zOuRoe3WyjZww2UolJPbEo92ZIl1,3
iteration_05_aRCAihgdPEQYzpgQWM488JcFeZx2,2
iteration_01_1Apsk9nXvtMpGECm9iiF6qkFmUJ2,0
iteration_04_y6Tl1QrOIHfaoEzQ2oinMWFfZXP2,2
iteration_06_mlA6KI7pDeXrcuuyygc3qrhGPNz2,5
iteration_04_ByM2ihf7KiQoC02uoZlkIGoNojw2,3
iteration_02_7KVglwHk6wOVmT4MQrvk3A1Caq53,1
iteration_02_PsIFnyVpOuZFP6Qrk7QQVwuJoqy1,6
iteration_07_XbRTIcjVilRxRJqHMTy34WCNsyy1,0
iteration_05_iC0nljrYxKgN45gktvDpQxTAJw32,4
iteration_01_C7dN86OUhXeL4YKobiazPJGVMiQ2,5
iteration_01_7iXvwszLc0ZeszvHh1M9r0fWfiK2,6
iteration_01_HIybz0C6trhOntNKNJTWhbU6fDy2,0
iteration_01_davtG3xxkqO6C8vK9uEhA6oZyk12,3
iteration_01_t0Fquw0BRiRMc9SJurxQ198acj93,1
iteration_07_Hs98pNl9vNhDgbhleNtjrLIuSLA3,4
iteration_07_LnyMbIuaCrh5l8w6gTNe9Pelqac2,2
iteration_03_ddUEMt9WEcWY7HdHYGj3tRLuCIn1,0
iteration_04_L1pIFYf6CCMFRA7qLgUAno0qhp03,3
iteration_03_h49eN1RfJycu9y4xBDZFt168mkg1,4
iteration_01_Fjnjwo9mLvYbbduDonQ1HLSDvEs2,5
iteration_06_iCKCpJVxy8OKMpHg7wtuMyztxBm2,1
iteration_07_7YdosNk7y8h4yLDqJq9dWomVqbe2,6
iteration_03_pYsVjLNhu6Q2SVfoi14MVL52Zke2,2
